student_id,jurusan,semester_ke,mata_kuliah,sks,nilai,bobot_nilai,kemampuan_laten
S113,Akuntansi,4,Bahasa Indonesia,2,A-,3.7,0.335
S113,Akuntansi,4,Perilaku Organisasi,3,B+,3.3,0.335
S113,Akuntansi,5,Kewarganegaraan,2,A,4.0,0.335
S113,Akuntansi,5,Agama,2,A-,3.7,0.335
S113,Akuntansi,5,Pancasila,2,A,4.0,0.335
S113,Akuntansi,5,Akuntansi Keuangan,3,C-,1.7,0.335
S113,Akuntansi,5,Matematika Diskrit,3,B+,3.3,0.335
S113,Akuntansi,5,Kerja Praktik,3,A-,3.7,0.335
S114,Hukum,1,Kewirausahaan,2,A,4.0,0.563
S114,Hukum,1,Hukum Pidana,3,B+,3.3,0.563
S114,Hukum,1,Pancasila,2,A,4.0,0.563
S114,Hukum,1,Bahasa Inggris,2,A,4.0,0.563
S114,Hukum,1,Bahasa Indonesia,2,A,4.0,0.563
S114,Hukum,1,Etika Profesi,2,A,4.0,0.563
S114,Hukum,2,Kewirausahaan,2,A-,3.7,0.563
S114,Hukum,2,Seminar,1,A,4.0,0.563
S114,Hukum,2,Kewarganegaraan,2,A,4.0,0.563
S114,Hukum,2,Pancasila,2,A,4.0,0.563
S114,Hukum,2,Kewarganegaraan,2,A-,3.7,0.563
S114,Hukum,2,Kerja Praktik,3,A,4.0,0.563
S114,Hukum,3,Pengantar Ilmu Hukum,3,A,4.0,0.563
S114,Hukum,3,Skripsi,6,A,4.0,0.563
S114,Hukum,3,Agama,2,B+,3.3,0.563
S114,Hukum,3,Bahasa Indonesia,2,A,4.0,0.563
S114,Hukum,3,Agama,2,B+,3.3,0.563
S114,Hukum,3,Hukum Perdata,3,B,3.0,0.563
S114,Hukum,3,Bahasa Inggris,2,A,4.0,0.563
S114,Hukum,4,Bahasa Inggris,2,A,4.0,0.563
S114,Hukum,4,Metodologi Penelitian,2,A,4.0,0.563
S115,Hukum,1,Agama,2,A,4.0,0.491
S115,Hukum,1,Bahasa Indonesia,2,A-,3.7,0.491
S115,Hukum,1,Metodologi Penelitian,2,B-,2.7,0.491
S115,Hukum,1,Hukum Perdata,3,B,3.0,0.491
S115,Hukum,1,Hukum Pidana,3,B,3.0,0.491
S115,Hukum,2,Skripsi,6,A,4.0,0.491
S115,Hukum,2,Bahasa Inggris,2,A,4.0,0.491
S115,Hukum,2,Pengantar Ilmu Hukum,3,A-,3.7,0.491
S115,Hukum,2,Pancasila,2,B,3.0,0.491
S115,Hukum,2,Pancasila,2,A,4.0,0.491
S115,Hukum,2,Bahasa Indonesia,2,A,4.0,0.491
S115,Hukum,2,Agama,2,A,4.0,0.491
S115,Hukum,3,Agama,2,A,4.0,0.491
S115,Hukum,3,Kewarganegaraan,2,A-,3.7,0.491
S115,Hukum,3,Kewarganegaraan,2,A-,3.7,0.491
S115,Hukum,3,Kewirausahaan,2,A,4.0,0.491
S115,Hukum,3,Bahasa Inggris,2,A-,3.7,0.491
S115,Hukum,3,Etika Profesi,2,A,4.0,0.491
S115,Hukum,3,Kerja Praktik,3,A,4.0,0.491
S115,Hukum,4,Kerja Praktik,3,A-,3.7,0.491
S115,Hukum,4,Seminar,1,B,3.0,0.491
S116,Teknik Sipil,1,Bahasa Inggris,2,A,4.0,0.64
S116,Teknik Sipil,1,Kimia Dasar,3,A,4.0,0.64
S116,Teknik Sipil,1,Fisika Dasar I,3,A-,3.7,0.64
S116,Teknik Sipil,1,Seminar,1,A,4.0,0.64
S116,Teknik Sipil,1,Bahasa Indonesia,2,A,4.0,0.64
S116,Teknik Sipil,2,Metodologi Penelitian,2,A,4.0,0.64
S116,Teknik Sipil,2,Bahasa Indonesia,2,A-,3.7,0.64
S116,Teknik Sipil,2,Kewarganegaraan,2,A,4.0,0.64
S116,Teknik Sipil,2,Pancasila,2,B+,3.3,0.64
S116,Teknik Sipil,2,Fisika,3,A,4.0,0.64
S116,Teknik Sipil,3,Aljabar Linear,3,A-,3.7,0.64
S116,Teknik Sipil,3,Bahasa Inggris,2,A,4.0,0.64
S116,Teknik Sipil,3,Kalkulus II,3,A,4.0,0.64
S116,Teknik Sipil,3,Matematika Diskrit,3,C,2.0,0.64
S116,Teknik Sipil,3,Kalkulus III,3,A,4.0,0.64
S116,Teknik Sipil,3,Kewirausahaan,2,A,4.0,0.64
S117,Teknik Mesin,1,Bahasa Inggris,2,B-,2.7,0.109
S117,Teknik Mesin,1,Statistika Inferensial,3,B,3.0,0.109
S117,Teknik Mesin,1,Kalkulus III,3,B-,2.7,0.109
S117,Teknik Mesin,1,Bahasa Indonesia,2,A-,3.7,0.109
S117,Teknik Mesin,1,Pancasila,2,B+,3.3,0.109
S117,Teknik Mesin,1,Fisika Dasar I,3,A,4.0,0.109
S117,Teknik Mesin,1,Matematika Diskrit,3,B+,3.3,0.109
S117,Teknik Mesin,2,Matematika Diskrit,3,B+,3.3,0.109
S117,Teknik Mesin,2,Kalkulus I,3,C,2.0,0.109
S117,Teknik Mesin,2,Fisika,3,A-,3.7,0.109
S117,Teknik Mesin,2,Kewirausahaan,2,A-,3.7,0.109
S117,Teknik Mesin,2,Pancasila,2,A-,3.7,0.109
S117,Teknik Mesin,3,Bahasa Inggris,2,A,4.0,0.109
S117,Teknik Mesin,3,Kalkulus II,3,C,2.0,0.109
S117,Teknik Mesin,3,Metodologi Penelitian,2,B-,2.7,0.109
S117,Teknik Mesin,3,Bahasa Indonesia,2,B+,3.3,0.109
S117,Teknik Mesin,3,Kewirausahaan,2,B+,3.3,0.109
S118,Farmasi,1,Agama,2,A,4.0,0.496
S118,Farmasi,1,Genetika,3,A,4.0,0.496
S118,Farmasi,1,Fisiologi,4,B+,3.3,0.496
S118,Farmasi,1,Farmakologi,4,A-,3.7,0.496
S118,Farmasi,1,Bahasa Inggris,2,A,4.0,0.496
S118,Farmasi,2,Kimia Dasar,3,A,4.0,0.496
S118,Farmasi,2,Bahasa Indonesia,2,A,4.0,0.496
S118,Farmasi,2,Seminar,1,A,4.0,0.496
S118,Farmasi,2,Kimia Organik,3,A,4.0,0.496
S118,Farmasi,2,Kewarganegaraan,2,A,4.0,0.496
S118,Farmasi,2,Kerja Praktik,3,A-,3.7,0.496
S118,Farmasi,3,Pancasila,2,A-,3.7,0.496
S118,Farmasi,3,Etika Profesi,2,A,4.0,0.496
S118,Farmasi,3,Metodologi Penelitian,2,A-,3.7,0.496
S118,Farmasi,3,Anatomi,4,A,4.0,0.496
S118,Farmasi,3,Pancasila,2,A,4.0,0.496
S118,Farmasi,4,Kewirausahaan,2,A,4.0,0.496
S118,Farmasi,4,Kewarganegaraan,2,A,4.0,0.496
S118,Farmasi,4,Bahasa Indonesia,2,A-,3.7,0.496
S118,Farmasi,4,Kewirausahaan,2,A-,3.7,0.496
S118,Farmasi,4,Bahasa Inggris,2,A,4.0,0.496
S118,Farmasi,4,Mikrobiologi,3,A-,3.7,0.496
S118,Farmasi,5,Biokimia,3,A,4.0,0.496
S119,Farmasi,1,Mikrobiologi,3,B-,2.7,0.494
S119,Farmasi,1,Kewarganegaraan,2,A,4.0,0.494
S119,Farmasi,1,Fisiologi,4,B,3.0,0.494
S119,Farmasi,1,Seminar,1,A,4.0,0.494
S119,Farmasi,1,Agama,2,B,3.0,0.494
S119,Farmasi,1,Bahasa Inggris,2,A,4.0,0.494
S119,Farmasi,2,Kimia Organik,3,A,4.0,0.494
S119,Farmasi,2,Pancasila,2,A,4.0,0.494
S119,Farmasi,2,Biokimia,3,B+,3.3,0.494
S119,Farmasi,2,Kimia Dasar,3,A,4.0,0.494
S119,Farmasi,2,Agama,2,A,4.0,0.494
S119,Farmasi,2,Bahasa Inggris,2,A,4.0,0.494
S119,Farmasi,3,Kewarganegaraan,2,A-,3.7,0.494
S119,Farmasi,3,Kerja Praktik,3,A,4.0,0.494
S119,Farmasi,3,Bahasa Indonesia,2,A,4.0,0.494
S119,Farmasi,3,Skripsi,6,A-,3.7,0.494
S119,Farmasi,3,Pancasila,2,A,4.0,0.494
S119,Farmasi,3,Kewirausahaan,2,A-,3.7,0.494
S119,Farmasi,4,Bahasa Indonesia,2,A,4.0,0.494
S119,Farmasi,4,Anatomi,4,C+,2.3,0.494
S119,Farmasi,4,Kewirausahaan,2,A,4.0,0.494
S119,Farmasi,4,Etika Profesi,2,A-,3.7,0.494
S119,Farmasi,4,Farmakologi,4,A-,3.7,0.494
S119,Farmasi,5,Metodologi Penelitian,2,B-,2.7,0.494
S120,Sistem Informasi,1,Kewirausahaan,2,A-,3.7,0.556
S120,Sistem Informasi,1,Fisika Dasar I,3,B+,3.3,0.556
S120,Sistem Informasi,1,Kerja Praktik,3,A,4.0,0.556
S120,Sistem Informasi,1,Statistika,3,A-,3.7,0.556
S120,Sistem Informasi,1,Bahasa Indonesia,2,A,4.0,0.556
S120,Sistem Informasi,1,Rekayasa Perangkat Lunak,3,A-,3.7,0.556
S120,Sistem Informasi,2,Kecerdasan Buatan,3,A,4.0,0.556
S120,Sistem Informasi,2,Bahasa Inggris,2,A,4.0,0.556
S120,Sistem Informasi,2,Kimia Dasar,3,A-,3.7,0.556
S120,Sistem Informasi,2,Kewarganegaraan,2,A,4.0,0.556
S120,Sistem Informasi,2,Pancasila,2,A,4.0,0.556
S120,Sistem Informasi,2,Pembelajaran Mesin,3,B-,2.7,0.556
S120,Sistem Informasi,3,Metodologi Penelitian,2,A,4.0,0.556
S120,Sistem Informasi,3,Kalkulus I,3,A,4.0,0.556
S120,Sistem Informasi,3,Pancasila,2,A,4.0,0.556
S120,Sistem Informasi,3,Aljabar Linear,3,B,3.0,0.556
S120,Sistem Informasi,3,Pemrograman Web,3,A,4.0,0.556
S120,Sistem Informasi,3,Matematika Diskrit,3,B-,2.7,0.556
S121,Sistem Informasi,1,Fisika Dasar I,3,A,4.0,0.769
S121,Sistem Informasi,1,Kecerdasan Buatan,3,B+,3.3,0.769
S121,Sistem Informasi,1,Bahasa Inggris,2,B+,3.3,0.769
S121,Sistem Informasi,1,Seminar,1,A,4.0,0.769
S121,Sistem Informasi,1,Agama,2,A-,3.7,0.769
S121,Sistem Informasi,2,Matematika Diskrit,3,B,3.0,0.769
S121,Sistem Informasi,2,Kalkulus I,3,A,4.0,0.769
S121,Sistem Informasi,2,Kewarganegaraan,2,A,4.0,0.769
S121,Sistem Informasi,2,Pemrograman Mobile,3,A-,3.7,0.769
S121,Sistem Informasi,2,Kimia Dasar,3,A-,3.7,0.769
S121,Sistem Informasi,2,Pancasila,2,A,4.0,0.769
S121,Sistem Informasi,2,Pengantar Matematika,2,B+,3.3,0.769
S121,Sistem Informasi,3,Pengantar Matematika,2,A,4.0,0.769
S121,Sistem Informasi,3,Metodologi Penelitian,2,A-,3.7,0.769
S121,Sistem Informasi,3,Pembelajaran Mesin,3,B,3.0,0.769
S121,Sistem Informasi,3,Kalkulus II,3,A-,3.7,0.769
S121,Sistem Informasi,3,Rekayasa Perangkat Lunak,3,B+,3.3,0.769
S121,Sistem Informasi,4,Aljabar Linear,3,A,4.0,0.769
S121,Sistem Informasi,4,Fisika Dasar II,3,A-,3.7,0.769
S121,Sistem Informasi,4,Bahasa Indonesia,2,A-,3.7,0.769
S121,Sistem Informasi,4,Pemrograman Web,3,B-,2.7,0.769
S121,Sistem Informasi,4,Grafika Komputer,3,A,4.0,0.769
S121,Sistem Informasi,5,Kewarganegaraan,2,A-,3.7,0.769
S121,Sistem Informasi,5,Kalkulus III,3,B,3.0,0.769
S121,Sistem Informasi,5,Pemrograman Berorientasi Objek,3,A-,3.7,0.769
S121,Sistem Informasi,5,Sistem Operasi,3,B+,3.3,0.769
S121,Sistem Informasi,5,Etika Profesi,2,A-,3.7,0.769
S121,Sistem Informasi,6,Kimia Organik,3,A,4.0,0.769
S121,Sistem Informasi,6,Pancasila,2,B+,3.3,0.769
S121,Sistem Informasi,6,Skripsi,6,B-,2.7,0.769
S121,Sistem Informasi,6,Basis Data,3,A,4.0,0.769
S121,Sistem Informasi,6,Kewirausahaan,2,A,4.0,0.769
S121,Sistem Informasi,7,Agama,2,A-,3.7,0.769
S121,Sistem Informasi,7,Kerja Praktik,3,A-,3.7,0.769
S121,Sistem Informasi,7,Bahasa Indonesia,2,A,4.0,0.769
S121,Sistem Informasi,7,Bahasa Inggris,2,A,4.0,0.769
S121,Sistem Informasi,7,Fisika,3,B+,3.3,0.769
S122,Hukum,1,Kewarganegaraan,2,A,4.0,0.782
S122,Hukum,1,Pancasila,2,A-,3.7,0.782
S122,Hukum,1,Etika Profesi,2,B+,3.3,0.782
S122,Hukum,1,Kewarganegaraan,2,A,4.0,0.782
S122,Hukum,1,Kewirausahaan,2,B,3.0,0.782
S122,Hukum,2,Skripsi,6,A-,3.7,0.782
S122,Hukum,2,Bahasa Inggris,2,A,4.0,0.782
S122,Hukum,2,Hukum Perdata,3,B+,3.3,0.782
S122,Hukum,2,Metodologi Penelitian,2,A,4.0,0.782
S122,Hukum,2,Agama,2,A,4.0,0.782
S122,Hukum,2,Bahasa Indonesia,2,A-,3.7,0.782
S122,Hukum,2,Kerja Praktik,3,A,4.0,0.782
S122,Hukum,3,Kerja Praktik,3,A,4.0,0.782
S122,Hukum,3,Seminar,1,A-,3.7,0.782
S122,Hukum,3,Agama,2,A-,3.7,0.782
S122,Hukum,3,Pengantar Ilmu Hukum,3,A,4.0,0.782
S122,Hukum,3,Hukum Pidana,3,A-,3.7,0.782
S122,Hukum,3,Pancasila,2,A,4.0,0.782
S122,Hukum,3,Kewirausahaan,2,A,4.0,0.782
S122,Hukum,4,Kewirausahaan,2,A-,3.7,0.782
S122,Hukum,4,Bahasa Indonesia,2,A-,3.7,0.782
S123,Teknik Sipil,1,Kewarganegaraan,2,B,3.0,0.602
S123,Teknik Sipil,1,Kalkulus I,3,B,3.0,0.602
S123,Teknik Sipil,1,Seminar,1,A-,3.7,0.602
S123,Teknik Sipil,1,Fisika Dasar II,3,A-,3.7,0.602
S123,Teknik Sipil,1,Bahasa Indonesia,2,A,4.0,0.602
S123,Teknik Sipil,2,Pengantar Matematika,2,A,4.0,0.602
S123,Teknik Sipil,2,Kewarganegaraan,2,A,4.0,0.602
S123,Teknik Sipil,2,Kewirausahaan,2,A,4.0,0.602
S123,Teknik Sipil,2,Fisika Dasar I,3,A,4.0,0.602
S123,Teknik Sipil,2,Kalkulus III,3,B+,3.3,0.602
S123,Teknik Sipil,3,Skripsi,6,B+,3.3,0.602
S123,Teknik Sipil,3,Aljabar Linear,3,A,4.0,0.602
S123,Teknik Sipil,3,Bahasa Indonesia,2,A-,3.7,0.602
S123,Teknik Sipil,3,Kerja Praktik,3,A,4.0,0.602
S123,Teknik Sipil,3,Fisika,3,B,3.0,0.602
S123,Teknik Sipil,3,Agama,2,A-,3.7,0.602
S124,Teknik Sipil,1,Bahasa Inggris,2,B+,3.3,0.158
S124,Teknik Sipil,1,Kalkulus II,3,B+,3.3,0.158
S124,Teknik Sipil,1,Kewarganegaraan,2,A,4.0,0.158
S124,Teknik Sipil,1,Fisika Dasar I,3,A,4.0,0.158
S124,Teknik Sipil,1,Kewirausahaan,2,C,2.0,0.158
S124,Teknik Sipil,1,Fisika Dasar II,3,A,4.0,0.158
S124,Teknik Sipil,2,Statistika,3,A-,3.7,0.158
S124,Teknik Sipil,2,Kewarganegaraan,2,A,4.0,0.158
S124,Teknik Sipil,2,Skripsi,6,A-,3.7,0.158
S124,Teknik Sipil,2,Matematika Diskrit,3,A-,3.7,0.158
S124,Teknik Sipil,2,Kimia Dasar,3,B,3.0,0.158
S124,Teknik Sipil,3,Bahasa Indonesia,2,A-,3.7,0.158
S124,Teknik Sipil,3,Pengantar Matematika,2,B,3.0,0.158
S124,Teknik Sipil,3,Etika Profesi,2,A,4.0,0.158
S124,Teknik Sipil,3,Fisika,3,B,3.0,0.158
S124,Teknik Sipil,3,Bahasa Inggris,2,A-,3.7,0.158
S124,Teknik Sipil,3,Kerja Praktik,3,B+,3.3,0.158
S124,Teknik Sipil,3,Bahasa Indonesia,2,A-,3.7,0.158
S124,Teknik Sipil,4,Bahasa Indonesia,2,A-,3.7,0.158
S124,Teknik Sipil,4,Seminar,1,A-,3.7,0.158
S124,Teknik Sipil,4,Pancasila,2,A,4.0,0.158
S124,Teknik Sipil,4,Kalkulus III,3,C+,2.3,0.158
S124,Teknik Sipil,4,Pancasila,2,B+,3.3,0.158
S125,Manajemen,1,Kewarganegaraan,2,B+,3.3,0.585
S125,Manajemen,1,Pancasila,2,A,4.0,0.585
S125,Manajemen,1,Seminar,1,A-,3.7,0.585
S125,Manajemen,1,Matematika Diskrit,3,A,4.0,0.585
S125,Manajemen,1,Akuntansi Keuangan,3,A-,3.7,0.585
S125,Manajemen,2,Pengantar Matematika,2,A-,3.7,0.585
S125,Manajemen,2,Bahasa Indonesia,2,A,4.0,0.585
S125,Manajemen,2,Agama,2,A,4.0,0.585
S125,Manajemen,2,Skripsi,6,B+,3.3,0.585
S125,Manajemen,2,Kewarganegaraan,2,A,4.0,0.585
S125,Manajemen,3,Kewirausahaan,2,A,4.0,0.585
S125,Manajemen,3,Bahasa Inggris,2,A,4.0,0.585
S125,Manajemen,3,Kalkulus III,3,A,4.0,0.585
S125,Manajemen,3,Aljabar Linear,3,B,3.0,0.585
S125,Manajemen,3,Kalkulus I,3,A-,3.7,0.585
S125,Manajemen,3,Perilaku Organisasi,3,A,4.0,0.585
S125,Manajemen,4,Pemasaran,3,A,4.0,0.585
S125,Manajemen,4,Agama,2,A,4.0,0.585
S125,Manajemen,4,Etika Profesi,2,A,4.0,0.585
S125,Manajemen,4,Metodologi Penelitian,2,A,4.0,0.585
S125,Manajemen,4,Manajemen,3,A,4.0,0.585
S125,Manajemen,4,Pancasila,2,A,4.0,0.585
S125,Manajemen,4,Kewirausahaan,2,A,4.0,0.585
S125,Manajemen,5,Kewirausahaan,2,B+,3.3,0.585
S125,Manajemen,5,Pengantar Ekonomi,3,B,3.0,0.585
S125,Manajemen,5,Bahasa Indonesia,2,A-,3.7,0.585
S125,Manajemen,5,Kalkulus II,3,A-,3.7,0.585
S125,Manajemen,5,Bahasa Inggris,2,A,4.0,0.585
S125,Manajemen,5,Statistika,3,B,3.0,0.585
S126,Teknik Informatika,1,Seminar,1,A,4.0,0.692
S126,Teknik Informatika,1,Fisika,3,B+,3.3,0.692
S126,Teknik Informatika,1,Fisika Dasar II,3,B+,3.3,0.692
S126,Teknik Informatika,1,Bahasa Inggris,2,A,4.0,0.692
S126,Teknik Informatika,1,Jaringan Komputer,3,A,4.0,0.692
S126,Teknik Informatika,2,Pembelajaran Mesin,3,A,4.0,0.692
S126,Teknik Informatika,2,Pemrograman Web,3,A,4.0,0.692
S126,Teknik Informatika,2,Kewarganegaraan,2,A,4.0,0.692
S126,Teknik Informatika,2,Pengantar Matematika,2,B+,3.3,0.692
S126,Teknik Informatika,2,Kewirausahaan,2,A,4.0,0.692
S126,Teknik Informatika,2,Bahasa Inggris,2,A,4.0,0.692
S126,Teknik Informatika,3,Metodologi Penelitian,2,A,4.0,0.692
S126,Teknik Informatika,3,Pemrograman Mobile,3,A,4.0,0.692
S126,Teknik Informatika,3,Kimia Organik,3,B+,3.3,0.692
S126,Teknik Informatika,3,Bahasa Indonesia,2,A-,3.7,0.692
S126,Teknik Informatika,3,Agama,2,B+,3.3,0.692
S126,Teknik Informatika,3,Matematika Diskrit,3,C+,2.3,0.692
S127,Farmasi,1,Skripsi,6,B,3.0,0.739
S127,Farmasi,1,Bahasa Inggris,2,A-,3.7,0.739
S127,Farmasi,1,Etika Profesi,2,B+,3.3,0.739
S127,Farmasi,1,Kewarganegaraan,2,A-,3.7,0.739
S127,Farmasi,1,Pancasila,2,B+,3.3,0.739
S127,Farmasi,1,Mikrobiologi,3,B-,2.7,0.739
S127,Farmasi,2,Kerja Praktik,3,A,4.0,0.739
S127,Farmasi,2,Kimia Organik,3,B+,3.3,0.739
S127,Farmasi,2,Bahasa Inggris,2,A,4.0,0.739
S127,Farmasi,2,Farmakologi,4,B,3.0,0.739
S127,Farmasi,2,Anatomi,4,C,2.0,0.739
S127,Farmasi,2,Biokimia,3,A,4.0,0.739
S127,Farmasi,3,Seminar,1,A-,3.7,0.739
S127,Farmasi,3,Pancasila,2,A,4.0,0.739
S127,Farmasi,3,Genetika,3,B+,3.3,0.739
S127,Farmasi,3,Metodologi Penelitian,2,A,4.0,0.739
S127,Farmasi,3,Bahasa Indonesia,2,A-,3.7,0.739
S127,Farmasi,3,Bahasa Indonesia,2,A,4.0,0.739
S127,Farmasi,3,Kimia Dasar,3,C+,2.3,0.739
S127,Farmasi,4,Kimia Dasar,3,A-,3.7,0.739
S127,Farmasi,4,Kewirausahaan,2,A,4.0,0.739
S127,Farmasi,4,Agama,2,A-,3.7,0.739
S127,Farmasi,4,Kewirausahaan,2,B+,3.3,0.739
S127,Farmasi,4,Fisiologi,4,A,4.0,0.739
S127,Farmasi,4,Agama,2,A-,3.7,0.739
S127,Farmasi,4,Kewarganegaraan,2,A,4.0,0.739
S127,Farmasi,5,Kewarganegaraan,2,A,4.0,0.739
S128,Kedokteran,1,Pancasila,2,A,4.0,0.293
S128,Kedokteran,1,Seminar,1,A-,3.7,0.293
S128,Kedokteran,1,Bahasa Inggris,2,A-,3.7,0.293
S128,Kedokteran,1,Mikrobiologi,3,B+,3.3,0.293
S128,Kedokteran,1,Anatomi,4,A-,3.7,0.293
S128,Kedokteran,1,Metodologi Penelitian,2,A-,3.7,0.293
S128,Kedokteran,2,Agama,2,B,3.0,0.293
S128,Kedokteran,2,Farmakologi,4,A,4.0,0.293
S128,Kedokteran,2,Bahasa Indonesia,2,A,4.0,0.293
S128,Kedokteran,2,Agama,2,A-,3.7,0.293
S128,Kedokteran,2,Kerja Praktik,3,A,4.0,0.293
S129,Sistem Informasi,1,Etika Profesi,2,A,4.0,0.863
S129,Sistem Informasi,1,Pemrograman Web,3,A-,3.7,0.863
S129,Sistem Informasi,1,Statistika,3,A,4.0,0.863
S129,Sistem Informasi,1,Kimia Organik,3,B-,2.7,0.863
S129,Sistem Informasi,1,Metodologi Penelitian,2,A,4.0,0.863
S129,Sistem Informasi,2,Sistem Operasi,3,A,4.0,0.863
S129,Sistem Informasi,2,Matematika Diskrit,3,B+,3.3,0.863
S129,Sistem Informasi,2,Bahasa Inggris,2,A,4.0,0.863
S129,Sistem Informasi,2,Bahasa Inggris,2,A,4.0,0.863
S129,Sistem Informasi,2,Kewarganegaraan,2,A,4.0,0.863
S129,Sistem Informasi,2,Kalkulus III,3,A,4.0,0.863
S129,Sistem Informasi,3,Kimia Dasar,3,B-,2.7,0.863
S129,Sistem Informasi,3,Pengantar Matematika,2,A,4.0,0.863
S129,Sistem Informasi,3,Kalkulus I,3,B+,3.3,0.863
S129,Sistem Informasi,3,Fisika Dasar I,3,A,4.0,0.863
S129,Sistem Informasi,3,Agama,2,A-,3.7,0.863
S129,Sistem Informasi,3,Pancasila,2,B+,3.3,0.863
S129,Sistem Informasi,4,Rekayasa Perangkat Lunak,3,A,4.0,0.863
S129,Sistem Informasi,4,Jaringan Komputer,3,A-,3.7,0.863
S129,Sistem Informasi,4,Aljabar Linear,3,B-,2.7,0.863
S129,Sistem Informasi,4,Grafika Komputer,3,B+,3.3,0.863
S129,Sistem Informasi,4,Pemrograman Berorientasi Objek,3,A,4.0,0.863
S129,Sistem Informasi,4,Bahasa Indonesia,2,A,4.0,0.863
S129,Sistem Informasi,4,Skripsi,6,A,4.0,0.863
S129,Sistem Informasi,5,Skripsi,6,B-,2.7,0.863
S129,Sistem Informasi,5,Pemrograman Mobile,3,A,4.0,0.863
S129,Sistem Informasi,5,Kalkulus II,3,B,3.0,0.863
S129,Sistem Informasi,5,Kewirausahaan,2,B+,3.3,0.863
S129,Sistem Informasi,5,Struktur Data,3,A,4.0,0.863
S129,Sistem Informasi,6,Kewirausahaan,2,A,4.0,0.863
S129,Sistem Informasi,6,Kewarganegaraan,2,A,4.0,0.863
S129,Sistem Informasi,6,Pancasila,2,A,4.0,0.863
S129,Sistem Informasi,6,Fisika Dasar II,3,B,3.0,0.863
S129,Sistem Informasi,6,Fisika,3,A,4.0,0.863
S129,Sistem Informasi,6,Kecerdasan Buatan,3,A-,3.7,0.863
S129,Sistem Informasi,6,Basis Data,3,A,4.0,0.863
S129,Sistem Informasi,7,Basis Data,3,A,4.0,0.863
S129,Sistem Informasi,7,Seminar,1,A-,3.7,0.863
S129,Sistem Informasi,7,Bahasa Indonesia,2,A,4.0,0.863
S129,Sistem Informasi,7,Kerja Praktik,3,A-,3.7,0.863
S129,Sistem Informasi,7,Pembelajaran Mesin,3,A,4.0,0.863
S129,Sistem Informasi,7,Statistika Inferensial,3,B-,2.7,0.863
S130,Manajemen,1,Pancasila,2,B+,3.3,0.62
S130,Manajemen,1,Pengantar Ekonomi,3,B+,3.3,0.62
S130,Manajemen,1,Kalkulus III,3,A,4.0,0.62
S130,Manajemen,1,Statistika,3,A,4.0,0.62
S130,Manajemen,1,Kewarganegaraan,2,A,4.0,0.62
S130,Manajemen,2,Perilaku Organisasi,3,B,3.0,0.62
S130,Manajemen,2,Kewarganegaraan,2,A-,3.7,0.62
S130,Manajemen,2,Aljabar Linear,3,A,4.0,0.62
S130,Manajemen,2,Metodologi Penelitian,2,A,4.0,0.62
S130,Manajemen,2,Etika Profesi,2,A,4.0,0.62
S130,Manajemen,2,Kalkulus I,3,B+,3.3,0.62
S130,Manajemen,2,Pemasaran,3,B,3.0,0.62
S130,Manajemen,3,Pemasaran,3,A,4.0,0.62
S130,Manajemen,3,Pancasila,2,A-,3.7,0.62
S130,Manajemen,3,Akuntansi Keuangan,3,B+,3.3,0.62
S130,Manajemen,3,Manajemen,3,B-,2.7,0.62
S130,Manajemen,3,Kewirausahaan,2,A,4.0,0.62
S130,Manajemen,3,Pengantar Matematika,2,B+,3.3,0.62
S130,Manajemen,4,Kewirausahaan,2,A,4.0,0.62
S130,Manajemen,4,Agama,2,A-,3.7,0.62
S130,Manajemen,4,Bahasa Inggris,2,A,4.0,0.62
S130,Manajemen,4,Matematika Diskrit,3,A,4.0,0.62
S130,Manajemen,4,Bahasa Inggris,2,A-,3.7,0.62
S130,Manajemen,5,Agama,2,A,4.0,0.62
S130,Manajemen,5,Kalkulus II,3,B,3.0,0.62
S130,Manajemen,5,Kerja Praktik,3,A-,3.7,0.62
S130,Manajemen,5,Skripsi,6,A,4.0,0.62
S130,Manajemen,5,Bahasa Indonesia,2,A-,3.7,0.62
S131,Kedokteran,1,Kimia Organik,3,B+,3.3,0.493
S131,Kedokteran,1,Kewirausahaan,2,A,4.0,0.493
S131,Kedokteran,1,Kimia Dasar,3,B+,3.3,0.493
S131,Kedokteran,1,Kewarganegaraan,2,A,4.0,0.493
S131,Kedokteran,1,Anatomi,4,B,3.0,0.493
S131,Kedokteran,2,Fisiologi,4,A,4.0,0.493
S131,Kedokteran,2,Farmakologi,4,B-,2.7,0.493
S131,Kedokteran,2,Pancasila,2,A,4.0,0.493
S131,Kedokteran,2,Kewirausahaan,2,A,4.0,0.493
S131,Kedokteran,2,Mikrobiologi,3,B+,3.3,0.493
S131,Kedokteran,3,Bahasa Inggris,2,A-,3.7,0.493
S131,Kedokteran,3,Kerja Praktik,3,A,4.0,0.493
S131,Kedokteran,3,Bahasa Indonesia,2,A-,3.7,0.493
S131,Kedokteran,3,Bahasa Indonesia,2,A,4.0,0.493
S131,Kedokteran,3,Genetika,3,B+,3.3,0.493
S131,Kedokteran,3,Kewarganegaraan,2,B+,3.3,0.493
S131,Kedokteran,4,Biokimia,3,B,3.0,0.493
S131,Kedokteran,4,Pancasila,2,B+,3.3,0.493
S131,Kedokteran,4,Skripsi,6,A,4.0,0.493
S131,Kedokteran,4,Etika Profesi,2,A,4.0,0.493
